Content,Label
ተመልሳቸሁ ወደ ቀደመው ማለቅለቅ ስራችሁ ተመለሳችሁ ነፈዝ ሚዲያ የነዚያን ቅማላም መግለጫ ከማውጣት በፊት ህዝብ ሲያልቅ መዘገብ ነበረባችሁ አለቅላቂ ሚዲያ አንዲት ስንዝር ሳትቀር እናስመልሳለን ጠብቁ ከጥል ፍቅር ይበልጣል ተብሎ እንጅ ለጀግንነቱ አማራ ያውቅበታል,ጥላቻ
ተመልከቱት ይህንን ቅማላም ትግሬ ሀየሎም የሚባለውን ትግሬ ጀግና ሲል ቆይቶ አሁን ደግሞ ይህንን ዘበዘባ ይዞ መጣ ሀየሎም አማራን ከመግደል ውጭ ምን የሰራው ነገር አለ,ጥላቻ
ተመልከቷት ይችን ቅማላም ትግሬ,ጥላቻ
ትግሬ እና የውሽት ፖለቲካ መቸም አይላቀቅም አፋቸውን ሞልተው ራያ ትግሬ ነው አሉ አይ ምድረ ቅማላም ሁላ እናንተና ታሪክ በጣም የተራራቃችሁ ናችሁ ካወቃችሁት ታሪክ ባይኖራችሁም አንብቡ እስኪ ወይ ጊዜ ከአማራ ጋር እኩል አወራችሁ,ጥላቻ
አሁን ድረስ ባሩድ ባሩድ የሚሸት ግንቦት ይገርማል የርስ በርስ ጦርነት በድምቀት ሲከበር ወንድም ወንድሙን ገድሎ ሚወደስበት የቀን ጎደሎ አንዲህ የቅማላም መጫወቻ እንሁን,ጥላቻ
አንዱ ቅማላም ትግሬ የላከልኝን ቪዲዮ ከማስፈራራት ጋር ተመልከቱ,ጥላቻ
አንዲት ቅማላም አናሳ ባንዳ አጋሜ ስትጨማለቅ,ጥላቻ
አንድ ቅማላም ትግሬ አባ መላ የትግራይን ህዝብ ይቅርታ ይጠይቅ አለች,ጥላቻ
አንድ ቅማላም እንዳላይ ኋላ ተናግሬያለሁ,ጥላቻ
ኣሁን ትግራይ ራሷን ሆናለች እና እንደ ድሮ ቅማላም ጋላ እያልክ ማንቋሸሽ ኣትችልም,ጥላቻ
እራያ አማራ ነው ወልቃይት አማራ ነው አንተ መቀሌ ተቀምጠህ እራያ ነኝ ትላለህ አሁን አብቅቷል ማስመሰሉ ቅማላም ትግሬ እዛ እደለመድሽው ቅማልሽን ብይ,ጥላቻ
እባክዎ ትንሽ ይፈሩ የቅማላም መዥገር ወያኔ ሴራ እንደሆነ ያውቁታል,ጥላቻ
እነዚህ ቅማላም ትግሬ በየውጪ አገሩ አማራ የሰራውን ቤተክርሲቲያን ለመውሰድ እየታገሉ ነው በቦርድ ምርጫ ላይ ትግሬ የተባለ እንዳታስገቡ ትግሬ የተባለ ቤተ ክርስቲያናችሁን,ጥላቻ
እናትሽ ድብን ትበል አንቺ ደደብ ቅማላም ትግሬ,ጥላቻ
እንደ ትግሬ ፈሪ ህዝብ የለም ይህ ቅማላም ትግሬ ከስታር በክስ ሮጦ ወደ ኢምባሲው እንዴት እንደፈረጠጠ ተመልከቱ,ጥላቻ
እዚህ አሜሪካ ውስጥ ሰለሞን የማነ ብርሀን የተባለ ቅማላም ትግሬ ሁለት ቢራ ሰርቆ ሊያመልጥ ሲል ባለቤቶቹ ልብሱን አስወልቀው ሊይዙት ሲሉ በፖንት ብቻ አመለጣቸው በኋላ ግን,ጥላቻ
ስንት ደደብ ህዝብ እንዳለ ዛሬ በግልፅ አይቼዋለሁ በኢትዮጵያ መንግስት ከኔ በላይ የተበደለ የለም በተፈለገው ዋጋ እንዲወርድ ትልቅ ህልሜና ፍላጎቴ ነው ዛሬ ግን በሀገር ድርድር ጀመራችሁ እናንተ ባንዳዎች ሞኩሩ እና ያኔ ዋጋችሁን ታገኛላችሁ ለኢትዮጵያ ሞት ብርቁ አይደለም ለሀገራችን እንሞታለን እንጂ ከግብፅ ጋር አናብርም,ጥላቻ
ለደደብ ህዝብ እሄም ሲያንሰው ነው,ጥላቻ
ቆሻሻ ደደብ ባግባቡ መግለፅ የማትችል ቆሻሻ ኢንጅነር ስመኘውን እራሱን አጠፋ ብለህ የተናገር እለት ነው ማን እንደሆንክ የታየኸኀው,ጥላቻ
አልቀየምሽም ደደብ የማትረባ አህያ ነህ ቀሽም ሲጠሉህ የማታውቅ እልም ያልክ ፋራ ልክስክስም በይኝ አስቀያሚ ጭፍራ ከፈለግሽ ደግሞ ደሀ ለቃቃሚ ብትይኝ ግድየለም እባክሽን ስሚ ከስድቦችሽ መሀል መልካሙን እያየሁ ፋራ በመሆኔ እጅጉን እኮራለው አህያ ላልሺኝ ደግሞ አንቺን ተሸክሜ እስከዛሬ አለሁ ይሄውልሽ ህመሜ ደሀ ነህ ብለሻል ደሀ ነኝ አውቃለው ሀብታም ስላልሆንኩኝ,ጥላቻ
ወያኔ ነው አሸባሪ ፋና ደሞ የአሸባሪው ሚድያ ነው የአሸባሪ ወሬ ማንም አይሰማችሁም ደደብ ናችሁ የፋና ጋዜጠኛች ሞት ለወያኔና ለፋና,ጥላቻ
የተማረ ይግደለኝ አሁን ያለንበት ዘመን ደደብ ህዝብ የበዛበት ነው,ጥላቻ
ገዱ ደደብ ፋራ,ጥላቻ
ሁለት ምላስ ያለህ ደደብ ወያኔ,ጥላቻ
ሂዲ እባክህ ደደብ ጭቃ ፊት እንዳንተ አይነት ደደብ ነው አገራችንን እያበላሹ ያሉት,ጥላቻ
ሂድ ደደብ አንተን ብሎ ህግ አስከባሪ ፈሳም,ጥላቻ
ህወሀት ደደብ ፊውዳል,ጥላቻ
ህዝብ ባለበት ሀገር ቅማላም ትግሬ ኢትዮጵያን እያሰደቡ እና እያስናቁ ኢትዮጵያን ወክለው መወዳደር አይችሉም ደደብ ቅማላም ትግሬ ኢትዮጵያን አይወክልም አከተመ,ጥላቻ
ህገ መንግስቱ መቀየር አለበት ወያኔ ሌባ ባወጣው ህገ መንግስት አንተዳደርም ወያኔ የቀን ጅብ ሌባ ህዝብ ነው ወያኔ ደደብ መሀይም ውሻ ነው,ጥላቻ
ለመቁጠር ነው ደደብ የሰው ሀይማኖት አትንኪ,ጥላቻ
ለዜናችሁ ርእስ መስጠት የማትችሉ የደደብ ጋዜጠኞች ጥርቅም ነው ፋና ማለት እኮ በተፈጠረ ሁከት ብላችው ከምትዘግቡ ሰላማዊ ሰልፍ ላይ በተፈጠረ ግጭት ብትሉ,ጥላቻ
ለደደብ ህዝብ እሄም ሲያንሰው ነው,ጥላቻ
መሀመድ ሙሁዲን የኛ አባት በእንደ አንቺ አይነቱ ደሀ ደደብ ጭቅለት የሚጠሩ አይደሉም የአለሀ ቁጣ ይውረደብሽ ንፍጥ ጭቅላት ሙጀያም ወይኔ ባገኝሽ አፈር አስበላሽ ነበር,ጥላቻ
መሀይም ለህሊናቹ የማትገዙ ደደብ ሚድያዎች,ጥላቻ
መለስ ከስድስት ስልሳ ስድስት አባልነቱ ከሰይጣናዊ የመከፋፈል ሴራው ጋር ከቅድስት ስላሴ ወጥቶ በደደቢት ደደብ በረሀ መቀበር አለበት የሩቁን አስቦ የሚጓዝ ጭንቅላት ከሌለ የመናገር የለፋፊ ሙህር የለም የሚንቁትን የሚኒሊክን ያህል እንኳን አስተሳሰብ የሌለው ሰውዬ ነበር ታላቁ ሊቅና ጠጢብ ሀቀኛው የኢትዮጵያ የቁርጥ ቀን ልጅ ታሪክ መዘከር ያለበት አቶ ሀይለማሪያም ደሳለኝን ነው ከወያኔ እስር ቤት የወጡ ሰው ናቸው,ጥላቻ
አረ ሰው የሚያወራው ሲያጣ በጣም ሲበዛ ደደብ ማእይም ነሸ እሸ ነብያችን ሰአወ ባንች ቆሻሻ አፋ አይጠራም እሸ ደግሞ የት አባሸ አውቀሸው ሰለነብዪ ብታውቂ ኑሮ እንደዚህ አትይም ነበር,ጥላቻ
መቅዲ በላይ ግም ነሽ ሰው አታቂም ጥንብ እሱ ስለሀገር እንጂ ስለዘር አላወራም ደደብ ነሽ,ጥላቻ
ደደብ የሰው ደደብ ውሻ ውሸታም ውሻ ጅብ የጅብ ልጅ ነው,ጥላቻ
ሙስሊሙም ሆነ ክርስቲያኑ ስል ነብዩ ሙሀመድ ሰአወ ማንነት ምንነት ጠንቅቀው ያውቃሉ ስለዚህ ወንድ መሳይ ሴት ደደብ ቦታ አትስጡት ወንድነት ሴትነት ላይ አይሰራም,ጥላቻ
ማንም ደደብ ድንጋይ ቀፎ ራስ የፈለገውን ቢለጥፍ ቢጽፍ አስታየት ለምን ትሰጣላቹ ይልቅ ዱአ አድርጉበት,ጥላቻ
ምንም ብትናገሪ ከፍቸ አላየውም አንች ደደብ አንች ተሎ ይቅርታ ጠይቀሽ ወልቃይትን አስርክቢን,ጥላቻ
ምን ይጠበስ ደደብ ሁላ ፈሳሞች,ጥላቻ
ምንድነው ስለ የኪ ቴፒ የተባለ የለም እንዴ የመዋቅር ጥያቄ የተጠየቀው ነው ይሄ ደደብ ክልል ችግር አለበት,ጥላቻ
ምንድነው አንድ አንድ ባለኮሜቶች አፋቹን የምከፍቱት አምናኮ አዳሚሽ ትፍሽ አይወጣሽም ነበር ዛሬ ከመረገጥ ስትወጪ ትከፈቻለሽ ደደብ ናቹ አትረቡም ተሳዳቢዎች,ጥላቻ
ምንድናቹ እናንተ ማን ነው ደማሪ ያረጋቹ የኢትዮጵያ ህዝብ እየተባዛ እያለ እናንተ ካለ ምንም ያለ ምንም ተነስታቹ እንደ ደደብ አስር ግዜ አንደመር የምትሉት ምንድ ናቹ እግዚአብሄር ያባዛው ህዝብ እናንተ ህዝቡን እየጨረሳቹት እነደመር ትላላቹ በምን ስሌትና በማን ነው አሁንም ህዝቡ በቡዝሀነቱ ማንም በሀይል በዜሮ ድምር ሊጨፈልቀው አይችልም ህዝቡ ራሱ ነው እንጂ ማንም የሰይጣን ተላላኪ መጥቶ በስመ ደማሪ መስሎ ቀናሽ በጭራሽ አይታሰብም የናንተ የመደመር ጉዞ ደግሞ እናንተ ስትጠፉ ብቻና ብቻ ነው,ጥላቻ
ምድረ ደደብ ሁላ ብልጥ የያዘውን ይዞ ያለቅሳል ሲባል አልሰማሽም,ጥላቻ
ምድረ ደደብ ሙት አምላኪ ሁላ ወያኔ ሞቶ ይበልጣችዋል,ጥላቻ
ምድረ ደደብ ምንም ፋይዳ የለም ወሬ ብቻ,ጥላቻ
ምድረ ጥንብ ሁላ ሲጀመር አንተ ስለ መሳሪያ ምን ታውቃለህ ደደብ አዲስ አበባ ተጎልተህ ድራፍትና ሴት ስትሸረሙጥ አደር ዋል አንጂ ስለ መሳሪያ የት አባክ ስታውቅ ነው መሳሪያን የሚያውቅ የወንዶች አገር አማራ ክልል ትግራይ ክልል ነው አንተ አዲስ አበባ ተጎልተህ ጫትህን ሲጋራህን አጭስ ቀሽም መጀመሪያ መሳሪያ የጠላት መጠበቂያ ነው ሁለተኛ መሳሪያ ላዲስ አበባ ሳይሆን ለመለው አማራ ገበሬ አስፈላጊ ስለሆነ ነው ስለዚህ ስለ መሳሪያ አያያዝም ሆነ ስለ መሳሪያ ማንነት ሳታውቅ አዚህ ኮሜንት ትደሰኩራለህ ለዚህ ማንህም ጭንቅላትህን አሰረው ሚሰራ ከሆነ ሁለተ ነገር ፍየል ገብቶበት ተባለ አንጂ አጥብቆ ስላበረረው ነው የተገለበጠው በቴክኒክ ቺግር ስለዚህ ስለ መሳሪያ ሳታውቅ አትደንፋ,ጥላቻ
በመጀመሪያ ደረጃ አማርኛ ቻል አንተ ደደብ መሀይም,ጥላቻ
ባምላክ ተሰማ ጨላ በልቷል በዚክ ጎል ከነማ ተሸንፏል አልልም ከሜዳ የወጣ ኳስ እና ዳኘው ግን ደደብ ነው,ጥላቻ
ባፈቀርኩሺ ለምንስ ልቀጣ አንች ደደብ በቁምሺ የሞትሺ ከአንች ውስጥ ያለው መበዳት ነው ሰው ሲፈጠር እንዳንች ቆሻሻ አላየሁም የሆንሺ እንጨት አምላኪ ትሆኛለሺ ባገኘሁሺ እና ባረድኩሺ,ጥላቻ
ብሄር የሚቆጥር ደደብ በራሱ የማይተማመን ከብት ነው,ጥላቻ
ብቻሽን ለፍልፊ ክፍት አፍ እኔ አንቺን ተሳድቤ እንዳንቺ ዝቃጭ መሆን አልፈልግም እክብር አለን ስነስርአት አለን አንቺ ማታቂው ክብር ሚባል ነገር አለ ውሾች ሚጮሁት ከማያቁት ሰው ላይ ነው አንቺ ምንም ምታቂው ነገር የለው ደደብ ነሽ ስለሳቸው ብታቂ እንኳ እንደዚህ ልትይ ስማቸው ሲጠራ አራሱ አንገትሽን ነበር ምትደፊ ሚደፋ ይድፋሽ እንዳንቺ አይነቱን ደደብ ሰብስቦ ማቃጠል ነበር እያ ደንቆሮ ግማትም,ጥላቻ
ብዙ ደደብ አይቸቻለሁ ግን እንደናንተ የለም,ጥላቻ
ቦዘኔ አንተ ነክ ደደብ ማሀይም,ጥላቻ
ተመልከቱ ይሄን ደደብ ወደ አማራ ሲሮጥ,ጥላቻ
አሁንም ስለ ወጪ ነው የምታወራው ደደብ ነህ,ጥላቻ
አንተ ከህወሀት የበለጠ ደደብ ነህ,ጥላቻ
አንቺ የለሊት ውፍ ሴትአዳሪ የግም ድግስ ተቅማጣም ዲቃላ ደደብ ስለ እስልምና ምን ታውቂያለሽ አንቺ ውሻ የውሻ ልጅ,ጥላቻ
አንቺ የማትረቢ ድንጋይ ምን አይነት ልጅ ነሻ ዶማ ደደብ ግማታም አረ ተይ ለራስሽ ክብር ይኑርሽ,ጥላቻ
አንቺ የአላህ እርግማን የወረደብሽ የሸይጣን ቁራጭ ምነው የሆንሽ የተፈጠርሽበት አላማ ማታቂ ደደብ መሀይብ ነሽ ቆሻሻ,ጥላቻ
አንቺ ደደብ ምን ታውቂያለሽ አላህ የሰራሽ ይስጥሽ ዶማ,ጥላቻ
አንች ቆሻሻ እናት አባት በጅል መስመር ያሳደጉሽ ቤተሰቦችሽ እንደዚህ ናቸው ይህ ምስል አባትሽ ወይም ወንድምሽ ወይም አንች በአጠቃላይ ያንች ቤተሰቦች እንደዚህ ሁነው የሚጠባበቁ ልቅ አይምሮ አሰሪ ጭቅላትሽን ደደብ አንችን ለመናገር ቃሎች ያጥሩኛል,ጥላቻ
አንች ቆሻሻ የሆንሽ አህያ የማትረቢ ደደብ ውሻ ጥንብ አዛባ ነሽ ወላሂ አላህ የስራሽን ቶለ ብሎ ይስጥሽ ይድፋሽ,ጥላቻ
አንች እብድ ባአድኒያው ላይ ሳትሞች አፍሽንም ዘግቶ እጅሽንም ቆርጦ መዛበቻ ሁኝ ደደብ ቆሻሻ እንዳች ያለ ግም ቤተስቡን ሲያስድብ ይኖራል አሳዳጊሽ ይዋረድ እንዳች አይነቱን ግም ግም ያሳደገ አህያ እንግዳ የሰው ልጅ እንደዚህ ያለ አስቀያሚ ድርጊት አያደርግም አንች ግምታም መተታም ኮተት አይንሽ ይፍስስ,ጥላቻ
አንች ደደብ ሸርሙጣ እንዳንች መሰለሽ በአንች አፉ አይጠሩም እንዳውም በስድብ ግን ምንም ችግር የለም ሰድብ ተልብስ ላይ አይለጠፉም ነፋስ ይወስደዋል ላንች ግን የአላህ ናእላ ይውረድብሽ,ጥላቻ
አንች ግን እብድ ነሽ ልበል የሆንሽ አህያ ነገር ምን አይነት ባለጌ ቆሻሻ ፍጡር ነሽ ደደብ ባንች ቤት ስልጣኔ መስሎሽ ይሆናል አንች ዝቃጭ,ጥላቻ
አንተ ደደብ የደደብ ዘር ዞር በል,ጥላቻ
አንድ ሰው አንች ደደብ ይህ ያንች ስራ ነው ቆሻሻ ይብላኝ ለሚያገባሽ እና ለቤተሰቦችሽ አንችን የወለደች ኢትዮጵያ ሴት ባንች ስሟ ጠፋ,ጥላቻ
እሱ ማን ስለሆነ ነው መስታውት ያለው ቤት ውስጥ ያሰራችሁት ደደብ ናችሁ,ጥላቻ
እረ እናንተ ሸርሙጦች የአዲስ አበባን ልጆች ፍቱ ወንጀል የሰራው የዘረፈው ሴት የደፈረ ቄሮ እያላ ሰው የረዳውን የአዲሳባን ልጅ ማፈስ ጭፉን ዘረ ደደብ ናችሁ ዘረኝነት ፍትህ ያዛባል ቶሎሳ አጥፎቶ የሚታሰረው ቹቹ,ጥላቻ
እረ ፈጣሪን ፍራ አንተ ደደብ,ጥላቻ
እረ ፋናዎች በውነት በጣም ሼም ነው ምን ማለት ነው የኦነግ ባንዲራ ለጥፋቹ እዩዩኝ ማለት እውነት በጣም ነው አሳፋሪዎች ናቹ ደደብ ህብረተሰብ ሁላ,ጥላቻ
እረሂማ የወሎዋ ቆንጆ አረ አንች ደደብ ደሞ የታባሽ አውቀሽ አንች ውሻ ኧረ በእናታችሁ ያለችበትን ቦታ ጥቀሱኝ ሂወቷ ሳይጠፋ ያወራችበትን ምላሷን ልቁረጠው ወይኔ ግን እማትሞች መስሎሽ ነው ይኸን እጂሽን የጻፍሽበትን ያወራሽበትን ምላስሽን ወላሂ ቢላህ እሳት ነው የምጨብጪበት ተይ ፍልስፍና ይብቃሽ ተመለሽ አላህ ማሪ ጌታነው ይምርሻል ተመለሽ ለአች ኮመት ስለሰጡሽ አደለም የነገውን የአኬራያ ቤትሽን አስተካክይ የያዘሽን ሰያጣን አላህ ያላቅሽ,ጥላቻ
እባካችሁ ሁላቹሁም ለጥቅማቹሁ ነው የምትሮጡት ማንም ሰው ለኢትዮጵያ ህዝብ በትክክል የቆመ እና የሚታገል የለም የህግ ጠበቃ ሆን ወይም የአዲስ አበባ የንቨሪስቲ የፓለቲካ መምህር ምንም የምታመጣው ለውጥ የለም አታጨብርብሮ ንጉስ ሰለሙን የትኛውን ዲግሪ ይዙ ነው እንዲህ የታወቀው የተማር ደደብ ሆላ ሙህራን ለምን አጭበርባሪ ስለሆኖ,ጥላቻ
